ENR	CNR	ADDR	E_YEAR	E_DESCR
869	37	RZWDRA	2013	Regeneration of tomato with 8 plants per accession. Total number of accessions is 15. Subtrate system in insect free greenhouse. sowing: December 2013, characterisation date:5-4-2013.
870	38	RIJKDU	2013	Regeneration of pepper with 12 plants per accession. Total number of  accessions is 15. Pots with substrate in insectproof greenhouse tunnel in Hungary Sowing: 2013.
894	1	IRTAVI	2015	Regeneration wheat at IRTA, Lleida, Gimenells, Spain. Sowing date 12-12-2014. Fertilization seed bed: 0-105-175 kg/has N-P2O5-K2O. Characterization 19, 20 May 2015 by CGN of accessions not yet characterized. Harvest date: 6 July 2015
895	2	IRTAVI	2015	Regeneration barley at IRTA, Lleida, Gimenells, Spain. Sowing date 12-12-2014. Fertilization seed bed: 0-105-175 kg/has N-P2O5-K2O Characterization on 19, 20 May 2015 by CGN of accessions not yet characterized. Harvest date: 1 July 2015
898	1	NPPHAU	2016	Regeneration winter wheat at Plant Production Research Centre, Piestany, Slovakia. Sowing date 13-10-2015, Harvest date 7-7-2016 and 11-7-2016. Characterization by PPRC and CGN
899	2	NPPHAU	2016	Regeneration winter barley at Plant Production Research Centre, Piestany, Slovakia. Sowing date 13-10-2015, Harvest date 6-7-2016. Characterization by PPRC and CGN
900	40	RZWVRE	2016	Regeneration of  5 cucumber accessions with 6-11 plants per accession. Soil with drip irrigation in insect free greenhouse. Sowing date 2-1-2016, planting date  week 7 2016.
901	38	CGN	2016	Regeneration of 12 pepper accessions with 1-12 plants per accession. Substrate system in greenhouse. Sowing date 09-05-2016, planting date 17-06-2016.
902	37	ENZALA	2016	Regeneration of 27 tomato accessions with 10 plants per accession. Soil with drip irrigation in greenhouse. Sowing: 29-02-2016, planting date:05-04-2016, characterisation date:06-07-2016.
903	37	RIJKDU	2016	Regeneration of 15 tomato accessions with 9 plants per accession. Subtrate system in insect free greenhouse. Sowing: 02-12-2015, planting date:05-01-2016, characterisation date:20-4-2016.
